# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_protein_protein_contact	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
GFRAL	GFRAL	NM_207410.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GGNBP2	GGNBP2	NM_024835.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_000163.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_001242399.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_001242400.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_001242401.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_001242402.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_001242403.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_001242404.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_001242405.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_001242406.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_001242460.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GHR	GHR	NM_001242462.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GIMAP4	GIMAP4	NM_018326.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GJA3	GJA3	NM_021954.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GJB4	GJB4	NM_153212.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GJB5	GJB5	NM_005268.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GK2	GK2	NM_033214.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GLB1L3	GLB1L3	NM_001080407.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLDN	GLDN	NM_181789.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLMP	GLMP	NM_001256604.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GLMP	GLMP	NM_001256605.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GLMP	GLMP	NM_001256608.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GLMP	GLMP	NM_001256609.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GLMP	GLMP	NM_144580.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GLRB	GLRB	NM_000824.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLRB	GLRB	NM_001166060.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLRB	GLRB	NM_001166061.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLYATL1	GLYATL1	NM_001220494.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLYATL1	GLYATL1	NM_001220496.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLYATL1	GLYATL1	NM_080661.4		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLYATL3	GLYATL3	NM_001010904.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GMIP	GMIP	NM_001288998.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GMIP	GMIP	NM_001288999.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GMIP	GMIP	NM_016573.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GNA15	GNA15	NM_002068.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GNG12-AS1	GNG12-AS1	NR_040077.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPAT3	GPAT3	NM_001256421.1		1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
GPAT3	GPAT3	NM_001256422.1		1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
GPAT3	GPAT3	NM_032717.4		1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
GPM6A	GPM6A	NM_001261447.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPM6A	GPM6A	NM_001261448.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPM6A	GPM6A	NM_005277.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPM6A	GPM6A	NM_201591.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPM6A	GPM6A	NM_201592.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPM6A	GPM6A	NR_048571.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GPR1	GPR1	NM_001098199.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR1	GPR1	NM_001261452.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR1	GPR1	NM_001261453.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR1	GPR1	NM_001261454.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR1	GPR1	NM_001261455.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR1	GPR1	NM_005279.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR101	GPR101	NM_054021.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR174	GPR174	NM_032553.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR179	GPR179	NM_001004334.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR39	GPR39	NM_001508.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR65	GPR65	NM_003608.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRHL2	GRHL2	NM_024915.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIA1	GRIA1	NM_000827.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRIA1	GRIA1	NM_001114183.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRIA1	GRIA1	NM_001258019.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRIA1	GRIA1	NM_001258020.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRIA1	GRIA1	NM_001258021.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRIA1	GRIA1	NM_001258022.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRIA1	GRIA1	NM_001258023.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRIA1	GRIA1	NR_047578.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GRIA2	GRIA2	NM_000826.3		1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
GRIA2	GRIA2	NM_001083619.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
GRIA2	GRIA2	NM_001083620.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
GRIA3	GRIA3	NM_000828.4		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRIA3	GRIA3	NM_007325.4		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRID2IP	GRID2IP	NM_001145118.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIK5	GRIK5	NM_001301030.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIK5	GRIK5	NM_002088.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIN2A	GRIN2A	NM_000833.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIN2A	GRIN2A	NM_001134407.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIN2A	GRIN2A	NM_001134408.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIN3A	GRIN3A	NM_133445.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GSPT2	GSPT2	NM_018094.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GTPBP3	GTPBP3	NM_001128855.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GTPBP3	GTPBP3	NM_001195422.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GTPBP3	GTPBP3	NM_032620.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GTPBP3	GTPBP3	NM_133644.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GTPBP4	GTPBP4	NM_012341.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GTSF1	GTSF1	NM_144594.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GTSF1L	GTSF1L	NM_001008901.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GTSF1L	GTSF1L	NM_176791.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HAGHL	HAGHL	NM_001290137.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HAGHL	HAGHL	NM_001290139.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HAGHL	HAGHL	NM_032304.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HAVCR1	HAVCR1	NM_001173393.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HAVCR1	HAVCR1	NM_001308156.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HAVCR1	HAVCR1	NM_012206.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HBD	HBD	NM_000519.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HCFC1	HCFC1	NM_005334.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HDAC8	HDAC8	NM_001166418.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HDAC8	HDAC8	NM_018486.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HDAC8	HDAC8	NR_051952.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HDAC9	HDAC9	NM_058176.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HDAC9	HDAC9	NM_178423.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HDAC9	HDAC9	NM_178425.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HECTD3	HECTD3	NM_024602.5		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HECW1	HECW1	NM_001287059.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HECW1	HECW1	NM_015052.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HELZ	HELZ	NM_014877.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HEPACAM2	HEPACAM2	NM_001039372.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HEPACAM2	HEPACAM2	NM_001288804.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HEPACAM2	HEPACAM2	NM_001288810.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HEPACAM2	HEPACAM2	NM_198151.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HERC1	HERC1	NM_003922.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HHLA2	HHLA2	NM_001282556.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HHLA2	HHLA2	NM_001282557.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HHLA2	HHLA2	NM_001282558.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HHLA2	HHLA2	NM_001282559.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HHLA2	HHLA2	NM_007072.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HIST1H1C	HIST1H1C	NM_005319.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HIVEP3	HIVEP3	NM_001127714.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HIVEP3	HIVEP3	NM_024503.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HKDC1	HKDC1	NM_025130.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HLTF	HLTF	NM_003071.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HLTF	HLTF	NM_139048.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HMG20A	HMG20A	NM_001304504.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HMG20A	HMG20A	NM_001304505.1		0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
HMG20A	HMG20A	NM_018200.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HMGB1	HMGB1	NM_001313892.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
HMGB1	HMGB1	NM_001313893.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
HMGB1	HMGB1	NM_002128.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
HMGXB3	HMGXB3	NM_014983.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HMHA1	HMHA1	NM_001258328.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HMHA1	HMHA1	NM_001282334.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HMHA1	HMHA1	NM_001282335.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HMHA1	HMHA1	NM_012292.4		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HNRNPUL2	HNRNPUL2	NM_001079559.2		1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
HNRNPUL2-BSCL2	HNRNPUL2-BSCL2	NR_037946.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HOXA-AS3	HOXA-AS3	NR_038831.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HOXA-AS3	HOXA-AS3	NR_038832.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HOXA7	HOXA7	NM_006896.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HPSE	HPSE	NM_001098540.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HPSE	HPSE	NM_001166498.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HPSE	HPSE	NM_001199830.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HPSE	HPSE	NM_006665.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HRASLS5	HRASLS5	NM_001146728.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
HRASLS5	HRASLS5	NM_001146729.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
HRASLS5	HRASLS5	NM_054108.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
HRNR	HRNR	NM_001009931.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HSH2D	HSH2D	NM_001291274.1		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HSH2D	HSH2D	NM_032855.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HSH2D	HSH2D	NR_111903.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HSH2D	HSH2D	NR_111904.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HSPA13	HSPA13	NM_006948.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HTN3	HTN3	NM_000200.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HTR1E	HTR1E	NM_000865.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HTR1F	HTR1F	NM_000866.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HTR3B	HTR3B	NM_006028.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HTR5A	HTR5A	NM_024012.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HTR5A-AS1	HTR5A-AS1	NR_038945.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICE1	ICE1	NM_015325.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IDI2	IDI2	NM_033261.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IDI2-AS1	IDI2-AS1	NR_024628.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IDI2-AS1	IDI2-AS1	NR_024629.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IDI2-AS1	IDI2-AS1	NR_027708.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IDI2-AS1	IDI2-AS1	NR_027709.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IFIT1B	IFIT1B	NM_001010987.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IFIT2	IFIT2	NM_001547.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IFNW1	IFNW1	NM_002177.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IFT140	IFT140	NM_014714.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IGFN1	IGFN1	NM_001164586.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGHMBP2	IGHMBP2	NM_002180.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGSF9	IGSF9	NM_001135050.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGSF9	IGSF9	NM_020789.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKBKE	IKBKE	NM_001193321.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKBKE	IKBKE	NM_001193322.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IKBKE	IKBKE	NM_014002.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_001257408.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_001257409.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_001257410.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_001257411.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_001257412.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_001257413.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_001257414.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_001284514.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_001284515.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_001284516.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_012481.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_183228.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_183229.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_183230.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_183231.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IKZF3	IKZF3	NM_183232.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL12RB2	IL12RB2	NM_001258214.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL12RB2	IL12RB2	NM_001258215.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL12RB2	IL12RB2	NM_001258216.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL12RB2	IL12RB2	NM_001559.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL12RB2	IL12RB2	NR_047583.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IL12RB2	IL12RB2	NR_047584.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IL16	IL16	NM_001172128.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL16	IL16	NM_004513.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL16	IL16	NM_172217.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL18RAP	IL18RAP	NM_003853.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL1R1	IL1R1	NM_000877.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL1R1	IL1R1	NM_001288706.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL1RAPL2	IL1RAPL2	NM_017416.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL20RA	IL20RA	NM_001278722.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IL20RA	IL20RA	NM_001278723.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IL20RA	IL20RA	NM_001278724.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IL20RA	IL20RA	NM_014432.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IL23R	IL23R	NM_144701.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL27	IL27	NM_145659.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IMPG1	IMPG1	NM_001282368.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IMPG1	IMPG1	NM_001563.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
INHBA	INHBA	NM_002192.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
INHBA-AS1	INHBA-AS1	NR_027118.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
INHBA-AS1	INHBA-AS1	NR_027119.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
INHBB	INHBB	NM_002193.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPO5	IPO5	NM_002271.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPO9-AS1	IPO9-AS1	NR_046696.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IQGAP2	IQGAP2	NM_001285460.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IQGAP2	IQGAP2	NM_006633.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IRX5	IRX5	NM_001252197.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IRX5	IRX5	NM_005853.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ISYNA1	ISYNA1	NM_001170938.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ISYNA1	ISYNA1	NM_001253389.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ISYNA1	ISYNA1	NM_016368.4		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ISYNA1	ISYNA1	NR_045573.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ISYNA1	ISYNA1	NR_045574.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ITGA2	ITGA2	NM_002203.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ITGA2	ITGA2	NR_073103.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ITGA2	ITGA2	NR_073104.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ITGA2	ITGA2	NR_073105.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ITGA2	ITGA2	NR_073106.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ITGA2	ITGA2	NR_073107.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ITGAD	ITGAD	NM_005353.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ITGAM	ITGAM	NM_000632.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
